itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
95317,Shang-Chi and the Legend of the Ten Rings,189,an animal dies,"evil soul eater creatures that resemble bats with tentacles get killed by an army, and also get eaten by a dragon. there are no animal pain noises. starts after the sister says ""we should work together""",1,0,4,,yes,1,deliberate,unknown
100016,Samsara,189,an animal dies,"Very detailed look inside a very real American factory farm. Watched this 10 years ago and haven’t eaten meat since, so I guess that’s good.",1,0,1,,ambiguous,5,deliberate,unknown
101948,Tangerine,153,a dog dies,A woman gets into a taxi at roughly 6 minutes into runtime and she has an empty pet crate because her dog died. She states this to the cab driver.,1,0,5,,yes,2,ambiguous,dog
101948,Tangerine,189,an animal dies,"Not shown on screen, but a woman leaves a vet’s office and it’s implied that her dog died. Relatively quick scene early in the movie.",1,0,2,,ambiguous,2,ambiguous,dog
102043,Turbo,189,an animal dies,"Several snails are taken by crows; we see one being rescued, but the others are most likely eaten. A beetle is crushed under a wheel, and a flying bug is squashed on a windshield.",1,0,4,,yes,2,ambiguous,snail; beetle; insect
102703,The Commitments,189,an animal dies,The bodies of butchered pigs are briefly shown swinging in rhythm with a song.,1,0,1,,yes,2,deliberate,pig
103695,Cronos,189,an animal dies,Some roaches at the beginning of the film.,1,0,1,,yes,1,ambiguous,cockroach
103758,"Rome, Open City",189,an animal dies,"About halfway thru the film, two sheep are brought to an innkeeper, hoping to sell them as food. When the innkeeper declines, they take the sheep outside to be killed. The scene shifts to the protagonists discussing things over a meal. At the end of this scene, a shot is heard and when the characters investigate, one of the sheep is shown dead on the ground, with the other about to be shot in the head.",1,0,1,,yes,2,deliberate,sheep
104818,Deep Red,189,an animal dies,"Beware when birds show up (specifically birds at Amanda's house). A bird will impale itself on Amanda's knitting needle.

A visual is also shown of a dead bird later (very quickly) when Marcus arrives at her house after the visual on-screen bird death.",1,0,7,,yes,3,accidental,bird
107317,Grandma's Boy,186,a cat dies,There are long dead cats shown when a couch is lifted during chores.  You don't see them die and it's meant to be comedic in context.  It may be upsetting for some viewers.  Maybe skip the chores scene about 24 minutes in.,1,0,3,,ambiguous,2,ambiguous,cat
108686,Palm Springs,189,an animal dies,"The female lead decides to test a theory about escaping the time loop with the use of explosives by first sending in a goat. To do this, she must first get the goat into the time loop, then send him into the cave and blow him up. The explosion occurs off-screen. The looped goat doesn't return when the day resets, but the characters cannot know for sure whether he is alive. His fate is never definitively resolved, but since the same method successfully breaks the human characters out of the loop without injury, the implication is that the goat is also unharmed.",0,1,9,,no,NA,NA,NA
110003,The Half of It,189,an animal dies,"Not on screen, but meat and animal products are shown throughout.",0,1,6,,ambiguous,1,ambiguous,unknown
110025,Greenland,153,a dog dies,Thankfully there are no dogs in the film,0,1,4,,no,NA,NA,NA
112404,Extraction,153,a dog dies,"I don't know why there are some YES votes, this is a violent action movie but there is no dog-related deaths or injury of any kind.",0,1,6,,no,NA,NA,NA
121671,Everything Everywhere All at Once,153,a dog dies,"There is one fight scene where a character uses her dog as a weapon. It's clearly a prop being swung and kicked around, but there are still barks, growls, and yelps for the duration, so it could be hard to watch/listen to for some viewers. To be fair, it's unclear whether the dog dies from this, as I don't believe it appears again.",1,0,57,,ambiguous,3,deliberate,dog
121671,Everything Everywhere All at Once,189,an animal dies,"to be clear, the monkeys that people are commenting on is a purely comedic 2001 Space Odyssey-esque parody scene of prehistory with a bunch of people in very obviously bad prehistoric primate costumes and one is comedically beating another. it is truly not upsetting.",1,0,20,,no,NA,NA,NA
127917,Ammonite,189,an animal dies,"At the very beginning someone boils some eggs, after the eggs were boiled it became apparent that there were baby chickens in the eggs. You don't hear anything, you only see the egg broken on the plate post-boil (and the dead baby chicken)",1,0,5,,yes,3,accidental,chicken
141977,Fallen Angels,189,an animal dies,after the mugshot pic scene and then the motorcycle scene driving through a tunnel- a dead pig is shown at a street food vendor. it’s visible on screen for a while,1,0,1,,ambiguous,1,ambiguous,pig
147305,Chungking Express,186,a cat dies,someone is shot while holding kittens but none die,1,0,1,,no,NA,NA,NA
151024,The Tomorrow War,153,a dog dies,THE DOG LIVES!!!,0,1,2,,no,NA,NA,NA
151024,The Tomorrow War,189,an animal dies,"There's a very breif scene when they are flying in a helicopter (Romeo command and Dan foster) where they pan down to a water hole where you can see multipe wild animals (giraffes, zebras etc.) get mauled to death by the aliens/whitespikes, i would just look away for a few seconds if that triggers you... 

But also multiple alien/whitespike deaths, some are very graphic, but especially the one at the end... Even though it isnt an animal you might wanna look out for this one... At the end there is a VERY VERY tragic/disturbing/horrible/graphic death of one of the aliens/whitespikes, even though the aliens are all bad this one is so disturbing and nearly sad because the alien is suffering and struggeling so much, and it isnt just a quick death it has either, honestly one of the most disturbing things ive seen in a long time... so maybe some of you might wanna skip watching that part.
",1,0,12,,yes,2,deliberate,giraffe; zebra
152781,Birdy,153,a dog dies,They show a dog butcher shop at about 1:20 and it’s really upsetting,1,0,1,,ambiguous,4,deliberate,dog
152781,Birdy,186,a cat dies,Cat doesn’t die but it’s handled really roughly when it has a bird in its mouth at about 1:22,1,0,1,,no,NA,NA,NA
158716,Tumbbad,153,a dog dies,Vinyak throws a rolled up jacket at a dog scaring it away.,0,1,1,,no,NA,NA,NA
167831,The Bad Guys,189,an animal dies,Ginnie pigs,1,0,1,,ambiguous,NA,ambiguous,guinea pig
171122,Jungle Cruise,186,a cat dies,SPOILER... The cat does live and is relatively uninjured the whole movie,0,1,10,,no,NA,NA,NA
171122,Jungle Cruise,189,an animal dies,Skipper shoots a rat in the trees and feeds it to some pirahna. Then they eat the pirahna.,1,0,10,,yes,2,deliberate,rat; piranha
171509,Forbidden Planet,186,a cat dies,A pet tiger is vaporized,1,0,4,,no,NA,NA,NA
173687,Stay,153,a dog dies,A characters talks about how his childhood dog had to be put to sleep when he was 12 due to a tumour. Nothing shown on screen.,1,0,1,,yes,3,accidental,dog
177040,Bowfinger,153,a dog dies,Betsy the dog does not die.,0,1,1,,no,NA,NA,NA
181345,Where the Crawdads Sing,186,a cat dies,There is a cat but it’s completely fine and isn’t harmed what so ever!,1,0,6,,no,NA,NA,NA
181345,Where the Crawdads Sing,189,an animal dies,Not really an on-screen death but Kya digs up mussels and it's implied they will die.,0,1,7,,ambiguous,1,deliberate,mussel
192898,Cruella,153,a dog dies,"No dogs die the entire film, and one dog even gives birth.
Net gain of dogs. Unsure as to why others are lying.",0,1,76,,no,NA,NA,NA
192898,Cruella,189,an animal dies,"cruella has a fake dalmation coat, and a owner of 3 dalmations thinks she killed them and turned them into a coat.",0,1,6,,no,NA,NA,NA
200635,The Dark and the Wicked,189,an animal dies,"For clarification, the scene with dead goats is at 1:02:00:00 into the movie, not at one minute into the movie. Be warned, pretty sad.",1,0,27,,yes,4,ambiguous,goat
204692,Next Goal Wins,153,a dog dies,Specifically stories of a dog being drowned and one being shot,1,0,1,,yes,4,deliberate,dog
206371,Logan's Run,189,an animal dies,No animals die.,0,1,1,,no,NA,NA,NA
209912,DC League of Super-Pets,186,a cat dies,"One cat is trapped next to a grenade, but then it's revealed it still has eight more lives.",0,1,1,,ambiguous,2,accidental,cat
219122,Ron's Gone Wrong,189,an animal dies,"A robotic, talking squirrel gets crushed, and we see its barely-functioning remains a few scenes later.",1,0,3,,ambiguous,3,ambiguous,squirrel
221002,Possessor,186,a cat dies,In the uncut version (on Hulu Oct 2023) there is a flash of a cat laying in a pool of blood,1,0,1,,ambiguous,2,ambiguous,cat
222021,The Hunger Games: The Ballad of Songbirds & Snakes,153,a dog dies,"No, but there is a dog with rabies (don’t know what category to put this under) so it will die soon, but it’s only in the opening scene",0,1,3,,ambiguous,2,accidental,dog
222021,The Hunger Games: The Ballad of Songbirds & Snakes,189,an animal dies,Shot of a rat dying. Everything else is relatively perifery or just implied,1,0,10,,yes,2,ambiguous,rat
231374,The Empty Man,153,a dog dies,"At about 48 minutes and 25 seconds, you see a dead dog in a shed. The shot is up close.  You don’t see the dog killed.",1,0,19,,yes,3,ambiguous,dog
231374,The Empty Man,189,an animal dies,"there is repeated mention of animal blood (implied sacrificing), as well as a close-up scene of a horribly brutilised dog (we do not see the death occur but the remains are shown and are extremely graphic).",1,0,3,,ambiguous,5,deliberate,dog
236742,Unforgiven,189,an animal dies,Some men shoot pheasants from a train. Not graphic but kind of sad since they're only doing it for target practice and not for food or anything.,1,0,2,,yes,2,deliberate,pheasant
236789,La belle et la bête,189,an animal dies,There is a dead deer found outside the Beast’s castle,1,0,1,,yes,2,ambiguous,deer
236790,"Nosferatu, eine Symphonie des Grauens",186,a cat dies,The cat at the beginning is safe!,0,1,2,,no,NA,NA,NA
236790,"Nosferatu, eine Symphonie des Grauens",189,an animal dies,"We see a fly caught in a Venus Fly Trap, and another insect (I think) devoured by a different plant. There are also two scenes where people kick or attack rats, we don't see the aftermath but it could plausibly have killed them.",1,0,1,,ambiguous,1,ambiguous,fly; unknown insect; rat
236817,The Magnificent Seven,189,an animal dies,"A man catches a fish with his bare hands. He tosses it onto the grass, and we see it flop and gasp next to another one.",1,0,1,,ambiguous,1,deliberate,fish
237064,Westworld,153,a dog dies,A deactivated robot dog can be seen in one scene.,0,1,1,,no,NA,NA,NA
237112,The Great Outdoors,189,an animal dies,"There's a pretty long scene about the two fathers killing a bat. I have no idea who tought that would be funny.

One of the men also tried to kill a bear.",1,0,3,,ambiguous,2,deliberate,bat
238345,The Muppet Movie,153,a dog dies,Rowlf the Dog lives so no need to skip or worry. I love you,0,1,1,,no,NA,NA,NA
238345,The Muppet Movie,189,an animal dies,"There is a skeleton in the ""western"" scene.

No animals actually die, but frog legs are regularly discussed which is more impactful because Kermit is right there. There is also a frog hunter after Kermit, and they threaten to kill Miss Piggy as well.",1,0,2,,no,NA,NA,NA
238758,Tuck Everlasting,186,a cat dies,"It isn't described nor shown, just mentioned that the cat died of old age",1,0,1,,yes,2,accidental,cat
239285,Inferno,186,a cat dies,"a cat is bludgeoned on a chair, and then a bag of cats are drowned in a river",1,0,3,,yes,4,deliberate,cat
318156,Saw,153,a dog dies,There are no dogs in this movie.,0,1,22,,no,NA,NA,NA
318156,Saw,189,an animal dies,"Antagonist wears what may be a real pig mask, but no animal death is shown on-screen.",1,0,12,,no,NA,NA,NA
361082,Puss in Boots 2: Nine Lives & 40 Thieves,186,a cat dies,"Puss reaches his 9th life, and at the start of the movie there is a non-gory montage of how he died in his previous 8 lives.",1,0,2,,ambiguous,2,ambiguous,cat
381345,Barbie,153,a dog dies,There are (plastic) dogs who are safe in Barbieland.,0,1,25,,no,NA,NA,NA
381345,Barbie,189,an animal dies,Okay who the hell has beef with this movie to the point of marking yes on random stuff that doesn’t happen in the movie,0,1,59,,ambiguous,NA,NA,NA
439558,Wolfwalkers,153,a dog dies,"Absolutely no canines were killed in the making of this film. Roughed up a bit, but not killed.",0,1,1,,no,NA,NA,NA
439558,Wolfwalkers,189,an animal dies,A bird is accidentally shot with an arrow near the start but it's magically healed,0,1,8,,no,NA,NA,NA
464312,Nimona,153,a dog dies,There are no dogs.,0,1,4,,no,NA,NA,NA
464312,Nimona,189,an animal dies,A mouse gets eaten but it's easy to miss,1,0,10,,yes,1,ambiguous,mouse
473855,Triangle of Sadness,189,an animal dies,There is a scene where a donkey is killed by a rock. You don’t see it but you loudly hear it and see blood on a character’s shirt.,1,0,9,,yes,3,ambiguous,donkey
478953,I Am Mother,153,a dog dies,"Hillary Swank has a dog - we do not see the dog get hurt. One can assume that it is hard for a dog to live in a post apocalyptic World - however, we do not see the dog die or suffer in any way.",0,1,5,,no,NA,NA,NA
478953,I Am Mother,186,a cat dies,There are NO cats in this movie,0,1,8,,no,NA,NA,NA
478953,I Am Mother,189,an animal dies,A mouse. It's not graphic.,1,0,9,,yes,2,ambiguous,mouse
499144,"Tick, Tick… Boom!",186,a cat dies,there is a cat roughly one hour and ten minutes into the film. a cat does not die in this film however.,0,1,1,,no,NA,NA,NA
500003,Alien,153,a dog dies,There is no dog in this movie.,0,1,16,,no,NA,NA,NA
